Source,Content,L1,L2
Owned,Mình đã thành công gỡ dc đánh giá 1* 😂😂😂 Huhu bán hàng rồi mới biết k nên vội vàng đưa ra một đánh giá cho ng bán vì xây dựng shop đã là một chuyện k hề dễ rồi. Để giữ cho shop luôn đẹp trong mắt khách hàng còn khó hơn đôi khi chỉ là một đánh giá lúc nóng giận lm ng bán khổ tâm là k nên😆,Others,Seller
Non Owned,Ngành hàng tiêu dùng thần tốc chuyển đổi số sau “cú hích” Covid-19,Others,Cannot defined
Non Owned,‼️ SỰ KIỆN SHOPEE 19.09 ‼️  1. Thử Thách Shopee 0H  🍒 https://shope.ee/6UmCRdwfo1  2. Siêu Hội Chính Hãng - giải đố nhận voucher 50K  🍒 https://shope.ee/A9ffzn0J28  3. Truy Tìm Mảnh Ghép 🍒 https://shope.ee/99n8o0OlJh  4. Quà Tặng Shopee - thu thập hoa đổi #300xu 🍒 https://shope.ee/9zMFnZTJ3I  5. Hộp Quà Thần Kỳ - LỌC TK  🍒 https://shope.ee/20JyGwDx1U ....,Commercial,Shopee Programs
Google Play,"Ứng dụng gì đâu ngốn RAM thiết bị hơn 1GB, máy 4GB RAM chạy k nỗi, treo luôn ứng dụng và khiến UI thiết bị không phản hồi được luôn. Hão app.",Feature,App performance
Non Owned,Cảnh báo thực phẩm chức năng quảng cáo như thuốc,Others,Cannot defined
HC search,chậm rì,Feature,App performance
Google Play,Shopee như cak,Others,Cannot defined
Non Owned,"Các người chơi hệ sợ lạnh giống H đâu rồi, nhà có ng già trẻ con đâu rồi ạ✌🏻 Mấy hôm nằm điều hoà ấm với máy sưởi khô da, khô mũi họng quá lại còn ngột ngạt, may vớ đc quả chăn điện hơn bắt đc vàng :)) bật sẵn chui vào ấm áp, đêm ngủ ngon không cả lật mình luôn 😍 chân ái luôn zá lại đang ơ kìa… HỆ THỐNG SHOWROOM SSS MOMCARE - 193 Phố Huế, Hà Nội - 0913229383 - 0962333030 -0962330202 - 192 Hai Bà Trưng - P.Đề Thám - TP Thái Bình - 02273508899 - 0981182112 - Shophouse 10V6B Văn Phú - Hà Đông - Hà Nội - 0962330880 - Số 2A, đường Nguyễn Văn Cừ, KĐT Hanaka Paris Ocean Park, TP. Từ Sơn, Bắc Ninh ‼Và đừng quên follow 2 Shopee nhà SSS để săn sale: —-> SSS Momcare: https://bit.ly/2YznCUF —-> SSS Clothing: https://bit.ly/3v75rBp 📍Vào group để nhận ưu đãi riêng: https://www.facebook.com/groups/381876152601020/",Others,Cannot defined
Google Play,Đặt hàng xong không thấy thông báo đơn hàng luôn,Feature,Cart & Order
Google Play,Được,Others,Cannot defined
iOS,Lỗi nặng k tải đc ứng dụng🙂,Feature,App performance
Non Owned,A/c trong nhóm sao dk tk shoppe và xác minh số điện thoại mua hàng điều bị loi M00. Ai giống em không??,Shopee account,Account security
Google Play,Tại sao kg thể đăng bằng số đt của tui z,Shopee account,Sign up/Log in
Owned,"#GhienShopeePayawardT8 Động lực để chăm chỉ tương tác và theo dõi group ShopeePay và Ghiền ShopeePay của mình là đây. Thành quả cho sự nỗ lực mỗi ngày, mình đã tiết kiệm được rất nhiều tiền trong việc mua sắm cho con và gia đình nhờ vào những chiếc voucher này của ShopeePay. Cảm thấy bản thân thật may mắn khi biết đến ShopeePay😊😊",Commercial,Shopee Programs
iOS,Tệ,Others,Cannot defined
Google Play,App 10đ,Others,Cannot defined
Google Play,không đăng nhập vào tài khoản được,Shopee account,Sign up/Log in
iOS,.....,Delivery,Delivery status/info
Owned,#ShopeePay66 #ShopeePaySelfiethietcung Lợi ích của ShopeePay đó là gì??? Đó là thanh toán trc một cách đễ dàng và nhanh gọn giúp ta k lo về vđ lộ thông tin Giúp mình săn đc những thẻ nạp với giá chỉ từ 6k Việc thanh toán điện nước qua shpeepay cũng cực kì đơn giảm Ngoài ra còn hàng ngàn ưu đãi cũng như voucher khác  Đặc bt 6.6 này shopee còn có các ưu đãi hập dẫn như: Voucher giảm giá tới 50% Chần chờ gì mà chưa đk ShopeePay và cùng mình tham gia nhóm Ghiền ShopeePay  #ShopeePay66 #ShopeePaySelfiethietcung,Commercial,Shopee Programs
Google Play,Ứng dụng tệ tốt nhất ko nên vào shoppee vì như c*t,Others,Cannot defined
Google Play,App như cặc,Others,Cannot defined
Google Play,Cứ bị lỗi trang chủ mãi k vô đc:)),Feature,App performance
Google Play,Mua cùng shop.cùng số lượng.cùng thời điểm mà mua lẻ phí ship 78k mua sỉ giảm giá hàng thì ship lại 91k,Commercial,Items/price
Google Play,Rất đẹp tôi hài lòng với sản phẩm này mọi người yên tâm mua ủng hộ sop,Others,Cannot defined
Google Play,"Đcm bực vcl ra ,ngta lk ví shopeepay rồi đc mã giảm giá 100kneeus thanh toán qua ví,sau mua hàng chọn voucher giảm 100k ,lúc đặt hàng báo lỗi (M02: hết lượt sử dụng)ý nói ngta lạm dụng voucher và cả voucher đơn hàng đầu tiên nx , đã đặt đc đơn nào đâu mà kêu hết lượt sử dụng, lạm dụng ?? Hệ thống thì lag kém chát lượng vc.Tóm lại ,tôi tin tưởng shoppe vậy mà hoạt động kém ,mất lòng tin.Quá chán .",Feature,Apply Voucher
Google Play,Ko đặt được hàng,Others,Cannot defined
Non Owned,Tiktok ra mắt tính năng tìm kiếm sản phẩm như shopee r đó các bác biết tin chưa,Others,Cannot defined
Google Play,Quảng cáo cc,Commercial,Promotions
Google Play,Dung lượng cứ tăng bảo sao lag v ngồi chờ mãi chẳng vào dc,Feature,App performance
Non Owned,Loa di động PKCB giá quá rẻ chất âm hơi bị đỉnh ? – TaChaBa.Com,Others,Cannot defined
Google Play,Tón tìn,Others,Cannot defined
Google Play,Ko vào dc giỏ hàng,Feature,Cart & Order
Google Play,Đồ bỏ đi đừng nhảy vào máy,Others,Cannot defined
Google Play,"Giao hàng ko gọi đc 1 cuộc nào, thấy ko có nhà tự hủy đơn hàng luôn",Delivery,Driver
Non Owned,"BÁNH RỘP DA TRIỆU MINH HIỆP  Người Hoa trong khu Chợ Lớn nói trung thu có thể không ăn bánh trung thu nhưng không ăn bánh dộp da ( bánh Pía) và nhất là bánh của tiệm họ Triệu ở đường Bình Tây là không được…  Tiệm bán bánh chỉ có hai loại nhân là đậu xanh và khoai Môn. Có loại một trứng và hai trứng. Bánh pía ai cũng thể ăn bất kỳ lúc nào nhưng để có thể ăn bánh pía mới ra lò với lớp bột bên ngoài dòn tan, lớp vỏ hai chạm nhẹ đầu lưỡi đã tan tiếp như lớp bánh men thì chỉ có một cách duy nhất là đứng đợi trước bổn tiệm lúc 9g sáng khi tiệm cho ra lò mẻ bánh đầu tiên.  Bánh không khó mua, bạn có thể đặt trên shoppe nhưng bạn không có được cái thú bước chân vào cửa tiệm trông cổ kính kiểu nhà người Hoa xưa, không có cái thú chạm tay vào cái hộp bánh có hình Long phụng hoà duyên sến tiệm của chục năm trước và cái hương thơm của mùi bánh nướng lan từ tay lên đến mũi bạn tạo nên một cảm giác nhẹ nhàng.  Và còn gì hơn khi người bình thường hay chê bạn hậu đậu đã dành cho bạn một icon mặt cười và không hề nói gì khi bạn báo giá hộp bánh 400k trong khi nó chỉ có 276k",Others,Cannot defined
HC search,váy xinh,Others,Cannot defined
Google Play,"App chậm , galaxy a70 2020",Feature,App performance
Google Play,1sao là 🇻🇳 5 sao là 🇨🇳,Others,Cannot defined
Google Play,Quảng cáo quá nhiêug,Commercial,Promotions
Google Play,"(M02) ưu đãi đã không áp dụng, xin vui lòng chọn cái khác, pó tay chấm cơm thiêu",Feature,Apply Voucher
Google Play,Lag ko dùng đc,Feature,App performance
Non Owned,"Các b cho mình hỏi tài khoản shopee mới giờ chỉ còn mã freeship 40k thôi phải ko ạ,không có mã giảm giá người mới đâu phải ko ạ,hay là chỉ có tài khoản mới của mình là bị shopee giới hạn vậy nhỉ,cảm ơn các b",Commercial,Promotions
Google Play,"App lol j lag vcc,rõ là máy mình cấu hình khủng...khuyên mn k nên tải",Feature,App performance
Google Play,"dạo này app lag dữ dội, lướt coi sản phẩm mà không hiện nổi hình. Đề nghị dev của app nên fix bugs lại",Feature,App performance
HC search,không cập nhật được sdt,Shopee account,Account info setting
Google Play,"Ghé shop lấy nước trong vườn cây mà khó khăn ghê gớm, lướt tới đâu sản phẩm ra tới đó mà tới chỗ nước cứ ghi đang tải, out ra tận 3 4 lần, cực kì mất thời gian",Feature,App performance
Google Play,"Tại sao Shopee quảng cáo là Mua gì cũng có. Mà mình tìm Mua người yêu không thấy có là sao, Bịp à !",Others,Cannot defined
Non Owned,Trường hợp này mình nên làm gì các bác. Khách cách nhà 100m. Ship xong liệu có bay màu ko các bác,Others,Cannot defined
Google Play,App êm bán hàng thấy ok!,Others,Cannot defined
iOS,không hiểu tại sao chỉ là ứng dụng mua hàng onl thôi mà chiếm nhiều dung lượng máy thế tải được 1 ngày mà đã lên 1gb,Feature,App performance
Non Owned,Nhà thì phải có nóc chỉ 69k!! Link shopee đây ạ https://shopee.vn/product/161669334/16515661884/,Others,Cannot defined
Google Play,Tròn 1 năm (23-1-2020) comment ..to be continued .+-+->>>2 năm Jo vào thanh toán hoá đơn điện nhập mã chính xác mà k thấy ccc xem lsij đi oc. App zalopay.momo còn tìm đc cái này nhue qq,Feature,Apply Voucher
Google Play,Shipper là nhân viên của shoppe làm ăn chẳng ra gì . Dùng thái độ bố đời với khách hàng shoppe cần xem lại về vấn đề vận chuyển để khách hàng có trải nghiệm tốt nhất,Delivery,Driver
Google Play,".shopee mấy nay bị lỗi gì v, nhanh khắc phục đi . Mình tải đi tải lại nhiều lần r mà vẫn ko vào được nông trại nè",Commercial,Games/Minigames
Google Play,Sao tui ko vào được vậy,Feature,App performance
Google Play,Shoppe ko cho đặc hàng bị lỗi hoài,Feature,App performance
Google Play,Cập nhật lắm thế,Feature,App performance
Google Play,"Quá tệ , bán hàng lừa đảo kêu đổi hàng mà k đổi mọi người nên cẩn thận với sop (SABO SORE) nhé 👍 Tao cho mụt sao⭐ luôn nhan đồ lừa đảo",Buyer complained seller,Product quality
iOS,ko đặt được hàng vì đặt quá nhiều,Others,Cannot defined
Google Play,Lag như chó muốn lướt đc xuống giỏ habgf chắc phải đến tết tây,Feature,App performance
Google Play,Ổn nhưng tối uu app tệ,Others,Cannot defined
Google Play,Như c,Others,Cannot defined
Google Play,Quay trúng ip14 chả chỉ nhận:),Commercial,Games/Minigames
Google Play,👍,Others,Cannot defined
Owned,"#GhienShopeePayawardT8 Một chiếc voucher 10k nho nhỏ của ShopeePay đã giúp m mua e quần này với giá 0₫, xịn sò quá nè",Commercial,Shopee Programs
Google Play,"rất tiện lợi để mua sắm,nhưng chất lượng ứng dụng quá kém",Feature,App performance
Owned,"#ShopeePay88 #ShopeePay88ngayduadon Hôm bữa á mọi người do có lưu được voucher trong live nên mình săn thêm em này nữa để dùng dần nè, thấy review cũng ok lắm, mà không biết về dùng ra sao, mong là tốt.",Commercial,Shopee Programs
Google Play,"Tại sao không xem đc đơn hàng ạ, bấm vào lại nói bị lỗi dù mạng rất mạnh",Feature,Cart & Order
HC search,email,Shopee account,Account info setting
Google Play,"Chưa cập nhật thì báo lỗi không vào đc app, xoá đi tải lại thì vào nông trại bị văng",Feature,App performance
Non Owned,"Chào mọi người, nhà mình có bán mặt hàng quần áo ngủ nữ (chất xịn) tính bán hàng trên shopee nhưng thấy mọi người bán rẻ quá, có thể chất không được tốt nhưng hình ảnh thì rất bắt mắt.  Trừ thêm phí sàn QC nữa lãi không được bao thì có nên bán không mọi người. Mặt hàng bên mình Tks ad duyệt bài",Others,Seller
HC search,bảo hành,Others,Seller
Google Play,Ko vào được bị khóa tài khoản luôn,Shopee account,Banned/blocked
Google Play,Shop ko cho mã giảm giá bùn ghế,Commercial,Promotions
Non Owned,"🏆 LƯU SỚM MÃ Đón chờ siêu sale 10/10 nè m.n nhanh nhanh nào 💥 👉https://shope.ee/4V1prPhUFE 🔥 Siêu sale voucher: 👉https://shope.ee/6zj3FoiaYL 🔥KOL : https://goeco.mobi/icaj49hd 🔥Săn deal trở lại, lọc user: 👉https://shope.ee/6AA3rOvhZ2 🔥 Hoàn xu xtra: 👉https://shope.ee/4pegH2CERU 📌 Vào nhóm Zalo để Săn nhiều xu + voucher shopee. 👉https://zalo.me/g/bgdpxu651",Commercial,Flash Sale/Campaigns
HC search,áo nam size xs,Others,Cannot defined
HC search,làm thế naog k cần quyết qr để vào ac shope,Shopee account,Sign up/Log in
Google Play,Shop lừa đảo vãi mua về trả giống thật j cân nhắcmn trc khi mua,Buyer complained seller,Product quality
Non Owned,Top 3 Bình sữa cổ hẹp cho trẻ tốt nhất hiện nay,Others,Cannot defined
iOS,Lũ ăn cướp chó chết,Others,Cannot defined
Non Owned,Ôi! Gần 1 tháng trôi qua mà ngày nào em ấy cũng vẫn trắng tinh khôi như thế này các bác ạ,Feature,App performance
Google Play,"Lỗi ngày càng nhiều , khoản thiết bị, ko cho mua hàng , bộ phậnCSkh ko giải quyết vấn đề cho khách , ship thì cao , mã giảm giá thì ít, các chính sách cho người bán lẫn người mua tệ , shopee ngày càng tệ",Commercial,Promotions
Google Play,Voucher không sử dụng được làm ơn xoá đi ấn sử dụng voucher thì đc đến lúc mua lại không được,Feature,Apply Voucher
Google Play,Tại bạn mk ghét nên mk cx ghét hihi,Others,Cannot defined
Google Play,Cứ lỗi hoài ghét vcl,Feature,App performance
Non Owned,Bạn đã hành động để cùng WHO lan tỏa thông điệp giữ tay sạch khuẩn nhân “Ngày vệ sinh tay Thế giới 5/5” chưa?,Others,Cannot defined
Google Play,Shopee Mall giờ nó lạ lắm,Others,Cannot defined
Non Owned,"Nhập lậu vũ khí, thanh niên ngang nhiên rao bán trên mạng xã hội",Others,Cannot defined
Owned,Tuần này đúng là ác mộng với shop em mọi người ạ 🥲,Others,Seller
Owned,mọi người ơi cho e hỏi có trường hợp nào giao trước 2-3 ngày dự kiến của shoppe k ạ?vì đơn này giao tận hơn 2 tuần..mà e đặt giao về quê mà lúc giao e về thành phố mất tiu,Delivery,Delivery time
Google Play,Trải nghiệm tệ. Mình không tải đc sản phẩm trong khi app bên iphone và web hiện thị không vấn đề,Feature,App performance
iOS,"Cập nhật xong sao lỗi mãi vậy, tìm hàng mà vào cái lại lỗi, biết vậy chả cập nhật",Feature,App performance
Owned,Shopee đang công bố giải của một số minigame kìa mọi người . Vô check lẹ xem có được xu khum nheee,Commercial,Games/Minigames
Google Play,Sao mà mấy ông shippe gọi tui bận hok nghe đc xong gọi lại hok nghe máy cx hok gọi cho tui lần nào nx ủa r xong bị hủy đơn là sao z^^?,Delivery,Driver
Google Play,Shopee lòn đã mua hàng ko đc còn cấm luôn acc tao chết mẹ mày đi,Shopee account,Banned/blocked
Owned,"#GhienShopeePayawardT8 🌟 Ngày hội săn sale luôn xuất hiện hai kiểu người dễ nhận thấy: cứ có sale là phải chốt đơn và không quan tâm sale lắm, ngày thường mới chốt đơn. Bạn thuộc kiểu người nào nhỉ 😳 Còn tui thì vế đầu nhé, sale mà không chốt đơn là bứt rứt khó tả lắm. Voucher của Shopee, ShopeePay nhiều như thế mà không chốt thì lại tiếc. Xem live Nasa tung voucher freeship lại vô giỏ hàng lần thứ n chốt tiếp. Nasa dụ dỗ tui 🥺",Commercial,Shopee Programs
Non Owned,"👉 SẮM ĐỒ CHĂM DA - GUARDIAN ƯU ĐÃI 80.000Đ Mua sắm thoải mái cùng Guardian trên GrabMart tại: https://grb.to/CuaHangGuardian  Bất ngờ chưa mấy bà! Guardian ưu đãi cực đậm trên GrabMart luôn nè. Ngồi nhà mua sắm, GrabMart giao nhanh còn tặng thêm 4 chiếc deal xịn sò nữa nha:  ⭐️ Nhập GD15 - giảm 15.000đ cho đơn hàng từ 70.000đ ⭐️ Nhập GD30 - giảm 30.000đ cho đơn hàng từ 129.000đ ⭐️ Nhập GD60 - giảm 60.000đ cho đơn hàng từ 300.000đ ⭐️ Nhập GD80 - giảm 80.000đ cho đơn hàng từ 400.000đ Tháng 8 săn sale, #GrabMart ngay nha ---  🧡 Guardian - Nơi mua sắm an toàn, tiện lợi các sản phẩm chính hãng chăm sóc sức khoẻ và sắc đẹp   Tải app Guardian ngay tại: https://bit.ly/GuardianVN_MobileApp  Hội Cam Guardian: https://bit.ly/Guardian_HoiCam  Danh sách cửa hàng: https://bit.ly/Guardian_Stores  TikTok Guardian Vietnam: https://www.tiktok.com/@guardianvietnam   Hoặc mua online tại:  🔖 Website Guardian: www.guardian.com.vn   🔖 Guardian Lazada Official: https://bit.ly/Guardian_LazadaOfficial  🔖 Guardian Shopee Official HCM: https://bit.ly/Shopee_GuardianHCMOfficial   🔖 Guardian Shopee Official HN: https://bit.ly/Shopee_GuardianHNOfficial 🔖 Grabmart Guardian: https://bit.ly/Grabmart_Guardian --- 🎉Xem chi tiết bộ ưu đãi tháng 08/2022 tại: https://bit.ly/GuardianLeaflet-082022 Theo dõi Guardian thường xuyên để bắt kịp những deal cực lớn sắp tới nhé!",Others,Cannot defined
